,time,Vmag,Verr
1076,2018.2267805479455,0.447,0.01
1077,2018.226786027397,0.422,0.008
1078,2018.2295567123283,0.457,0.008
1079,2018.2295624657534,0.445,0.013000000000000001
1080,2018.2303254794522,0.467,0.002
1081,2018.2514350684933,0.47,0.005
1082,2018.251440273973,0.486,0.006
1083,2018.2624934246571,0.445,0.012
1084,2018.2624986301369,0.443,0.015
1085,2018.2678917808216,0.401,0.005
1086,2018.2678972602746,0.428,0.012
1087,2018.2953175342464,0.341,0.013999999999999999
1088,2018.2953219178082,0.367,0.006999999999999999
1089,2018.6798241095885,0.472,0.006
1090,2018.6798295890414,0.476,0.004
1091,2018.6823641095884,0.476,0.009000000000000001
1092,2018.682369315068,0.496,0.005
1093,2018.6824904109594,0.466,0.009000000000000001
1094,2018.682495616439,0.48,0.008
1095,2018.6879808219176,0.575,0.012
1096,2018.687986027397,0.549,0.025
1097,2018.6962235616443,0.586,0.013000000000000001
1098,2018.696229041096,0.551,0.009000000000000001
1099,2018.7181202739732,0.501,0.006
1100,2018.7181268493148,0.503,0.006
1101,2018.7301183561642,0.475,0.001
1102,2018.7319317808222,0.514,0.01
1103,2018.7355326027393,0.479,0.002
1104,2018.7372747945203,0.53,0.006
1105,2018.7372799999998,0.541,0.005
1106,2018.7382810958904,0.487,0.003
1107,2018.7455684931501,0.56,0.013000000000000001
1108,2018.7455736986299,0.543,0.008
1109,2018.7565964383557,0.595,0.003
1110,2018.7566016438354,0.579,0.002
1111,2018.7619846575344,0.579,0.005
1112,2018.7619901369862,0.573,0.006
1113,2018.7701597260273,0.57,0.006
1114,2018.7701646575347,0.588,0.009000000000000001
1115,2018.7729884931512,0.558,0.003
1116,2018.7729936986307,0.566,0.005
1117,2018.778328767123,0.595,0.013999999999999999
1118,2018.7783336986304,0.607,0.009000000000000001
1119,2018.7812668493145,0.596,0.004
1120,2018.781271780822,0.597,0.006999999999999999
1121,2018.7895060273972,0.641,0.012
1122,2018.7958567123287,0.594,0.001
1123,2018.7984969863016,0.598,0.001
1124,2018.8058945205485,0.647,0.006999999999999999
1125,2018.8059,0.636,0.003
1126,2018.8299320547944,0.729,0.009000000000000001
1127,2018.829937534246,0.72,0.005
1128,2018.829943013699,0.719,0.006999999999999999
1129,2018.836007671233,0.758,0.008
1130,2018.8360136986303,0.762,0.004
1131,2018.8436923287668,0.782,0.013999999999999999
1132,2018.8436975342463,0.785,0.011000000000000001
1133,2018.8451504109594,0.735,0.003
1134,2018.8491632876714,0.772,0.011000000000000001
1135,2018.849168493151,0.781,0.013000000000000001
1136,2018.8504183561643,0.727,0.005
1137,2018.861422191781,0.764,0.004
1138,2018.8739123287673,0.841,0.005
1139,2018.8739172602736,0.84,0.008
1140,2018.877039178082,0.821,0.006
1141,2018.877044931507,0.818,0.004
1142,2018.8804389041095,0.788,0.002
1143,2018.9091452054795,0.895,0.012
1144,2018.9091526027398,0.87,0.018000000000000002
1145,2018.910025753424,0.79,0.006
1146,2018.9100306849314,0.775,0.011000000000000001
1147,2018.9214591780817,0.835,0.001
1148,2018.9256147945212,0.877,0.008
1149,2018.9256200000007,0.901,0.006999999999999999
1150,2018.928352054794,0.899,0.006999999999999999
1151,2018.9283578082193,0.895,0.004
1152,2018.9324090410955,0.854,0.004
1153,2018.9734482191784,0.882,0.002
1154,2018.985800547945,0.938,0.005
1155,2018.9858054794524,0.934,0.008
1156,2019.0007120547943,0.871,0.003
1157,2019.00250109589,0.944,0.035
1158,2019.0052339726026,0.919,0.006999999999999999
1159,2019.0052394520542,0.936,0.005
1160,2019.0190145205477,0.844,0.005
1161,2019.0299657534247,0.77,0.02
1162,2019.0380706849317,0.77,0.04
1163,2019.0435742465754,0.761,0.006
1164,2019.0435800000005,0.784,0.011000000000000001
1165,2019.0458230136983,0.826,0.011000000000000001
1166,2019.0475843835623,0.775,0.009000000000000001
1167,2019.0486271232876,0.83,0.012
1168,2019.0486323287673,0.826,0.01
1169,2019.0634536986304,0.708,0.001
1170,2019.0653690410957,0.66,0.03
1171,2019.066201917808,0.697,0.001
1172,2019.0689339726027,0.695,0.003
1173,2019.074534794521,0.672,0.003
1174,2019.0761038356168,0.724,0.01
1175,2019.0761087671228,0.737,0.004
1176,2019.0787909589044,0.723,0.006999999999999999
1177,2019.0787958904107,0.718,0.008
1178,2019.082598356164,0.645,0.002
1179,2019.0955421917804,0.7,0.04
1180,2019.0979178082198,0.625,0.01
1181,2019.0979232876714,0.638,0.011000000000000001
1182,2019.098150684932,0.621,0.006
1183,2019.0981558904116,0.646,0.006999999999999999
1184,2019.1006641095887,0.618,0.006
1185,2019.1006693150682,0.634,0.006999999999999999
1186,2019.1010139726027,0.7,0.01
1187,2019.10174109589,0.584,0.002
1188,2019.1061284931504,0.614,0.01
1189,2019.1061331506844,0.619,0.004
1190,2019.1061380821918,0.595,0.006999999999999999
1191,2019.1145501369865,0.578,0.008
1192,2019.114554246575,0.59,0.011000000000000001
1193,2019.1172301369859,0.56,0.004
1194,2019.1172356164388,0.579,0.006999999999999999
1195,2019.1226586301364,0.556,0.008
1196,2019.1226641095893,0.556,0.006999999999999999
1197,2019.1253769863015,0.529,0.003
1198,2019.1253816438355,0.536,0.004
1199,2019.1284235616445,0.529,0.008
1200,2019.1309142465755,0.501,0.006
1201,2019.130919726027,0.513,0.008
1202,2019.1311243835619,0.651,0.015
1203,2019.1338926027402,0.574,0.006
1204,2019.136376164384,0.518,0.011000000000000001
1205,2019.13638109589,0.535,0.009000000000000001
1206,2019.1390621917808,0.494,0.003
1207,2019.1390676712324,0.493,0.004
1208,2019.144797808219,0.476,0.004
1209,2019.1448345205479,0.541,0.004
1210,2019.1473821917805,0.46,0.004
1211,2019.1473876712334,0.482,0.008
1212,2019.1557021917813,0.55,0.011000000000000001
1213,2019.1582917808223,0.46,0.006
1214,2019.158297260274,0.443,0.004
1215,2019.1618276712331,0.416,0.01
1216,2019.1665906849316,0.482,0.006
1217,2019.1830194520546,0.3,0.04
1218,2019.1838235616442,0.362,0.002
1219,2019.1883501369864,0.378,0.011000000000000001
1220,2019.1885761643837,0.386,0.005
1221,2019.1894893150688,0.356,0.003
1222,2019.1938890410956,0.378,0.006999999999999999
1223,2019.1938942465752,0.396,0.008
1224,2019.194520547945,0.366,0.008
1225,2019.1950580821922,0.346,0.003
1226,2019.1976739726028,0.359,0.003
1227,2019.2086452054791,0.349,0.003
1228,2019.2110356164383,0.367,0.002
1229,2019.2113868493152,0.354,0.005
1230,2019.215847123288,0.352,0.006999999999999999
1231,2019.2158528767118,0.362,0.006
1232,2019.216019726028,0.31,0.05
1233,2019.2185780821917,0.386,0.004
1234,2019.2185838356168,0.386,0.006999999999999999
1235,2019.2193506849317,0.377,0.045
1236,2019.221280821918,0.375,0.006999999999999999
1237,2019.2212871232873,0.365,0.005
1238,2019.2240816438355,0.349,0.004
1239,2019.2240865753429,0.362,0.006
1240,2019.2249726027403,0.362,0.004
1241,2019.22698630137,0.371,0.018000000000000002
1242,2019.2302767123288,0.392,0.027999999999999997
1243,2019.2379394520547,0.34,0.02
1244,2019.2404920547945,0.402,0.008
1245,2019.2404969863019,0.368,0.009000000000000001
1246,2019.2406969863016,0.357,0.011000000000000001
1247,2019.2432109589038,0.399,0.005
1248,2019.2432164383567,0.378,0.006
1249,2019.245961917808,0.347,0.006
1250,2019.2459671232875,0.338,0.008
1251,2019.246118630137,0.391,0.011000000000000001
1252,2019.24872520548,0.357,0.006
1253,2019.2487306849316,0.343,0.009000000000000001
1254,2019.2624413698632,0.416,0.017
1255,2019.2624468493148,0.38,0.015
1256,2019.3008468493156,0.363,0.011000000000000001
1257,2019.3008517808216,0.354,0.01
1258,2019.3117556164386,0.33,0.03
1259,2019.3117589041094,0.321,0.026000000000000002
1260,2019.6112378082187,0.647,0.027999999999999997
1261,2019.611252054794,0.691,0.024
1262,2019.619461643836,0.643,0.008
1263,2019.6194679452055,0.641,0.008
1264,2019.657804383562,0.612,0.015
1265,2019.6578112328768,0.606,0.013000000000000001
1266,2019.6770695890414,0.621,0.005
1267,2019.677074794521,0.626,0.006999999999999999
1268,2019.7045257534244,0.634,0.006
1269,2019.723414520548,0.645,0.011000000000000001
1270,2019.7234197260277,0.659,0.012
1271,2019.74838109589,0.631,0.004
1272,2019.7483860273974,0.647,0.005
1273,2019.7865342465752,0.647,0.005
1274,2019.7865394520547,0.66,0.005
1275,2019.8056893150679,0.673,0.006
1276,2019.8056936986297,0.691,0.009000000000000001
1277,2019.8112791780816,0.669,0.011000000000000001
1278,2019.8112835616434,0.65,0.006999999999999999
1279,2019.8140917808214,0.694,0.006999999999999999
1280,2019.8140967123286,0.694,0.009000000000000001
1281,2019.8149665753422,0.679,0.002
1282,2019.8367350684925,0.745,0.002
1283,2019.8436328767123,0.797,0.013000000000000001
1284,2019.8436383561639,0.839,0.013999999999999999
1285,2019.8449523287672,0.764,0.003
1286,2019.8531627397258,0.796,0.001
1287,2019.860466575342,0.86,0.006999999999999999
1288,2019.8604717808214,0.843,0.005
1289,2019.8710175342462,0.928,0.006
1290,2019.8710221917802,0.926,0.006
1291,2019.8941676712327,0.948,0.006999999999999999
1292,2019.8956720547942,0.957,0.011000000000000001
1293,2019.895676438356,0.951,0.018000000000000002
1294,2019.913360273972,1.037,0.002
1295,2019.9148945205475,1.078,0.003
1296,2019.914899726027,1.077,0.004
1297,2019.9213578082188,1.053,0.003
1298,2019.9596890410958,1.217,0.002
1299,2019.9666630136985,1.325,0.039
1300,2019.9778490410965,1.284,0.032
1301,2019.9787635616435,1.281,0.004
1302,2019.992810684931,1.318,0.002
1303,2019.9939471232872,1.401,0.013000000000000001
1304,2019.9939520547944,1.397,0.015
1305,2019.9940402739733,1.339,0.01
1306,2019.9946156712326,1.5,0.05
1307,2019.9971373424662,1.218,0.04
1308,2019.9973268493154,1.336,0.009000000000000001
1309,2019.9997619178082,1.363,0.006999999999999999
1310,2019.9997704109585,1.362,0.006999999999999999
1311,2020.0004662841525,1.41,0.008
1312,2020.0021718579237,1.473,0.018000000000000002
1313,2020.002312021858,1.407,0.013999999999999999
1314,2020.0051795081974,1.381,0.009000000000000001
1315,2020.005184699453,1.367,0.011000000000000001
1316,2020.0130754098361,1.439,0.006
1317,2020.0132409836067,1.425,0.003
1318,2020.013246721312,1.428,0.002
1319,2020.016024043716,1.439,0.003
1320,2020.0160295081967,1.433,0.005
1321,2020.0187508196716,1.36,0.03
1322,2020.025140983606,1.425,0.005
1323,2020.0268669398909,1.615,0.05
1324,2020.0296830601094,1.455,0.013000000000000001
1325,2020.0296879781415,1.471,0.011000000000000001
1326,2020.029713114754,1.605,0.05
1327,2020.029873224044,1.452,0.009000000000000001
1328,2020.0298795081965,1.453,0.008
1329,2020.030816120219,1.463,0.02
1330,2020.032141803279,1.45,0.05
1331,2020.0352562021865,1.518,0.003
1332,2020.0352562021865,1.579,0.003
1333,2020.036201639344,1.487,0.013000000000000001
1334,2020.0386283060109,1.515,0.008
1335,2020.0402950819675,1.613,0.004
1336,2020.040979781421,1.524,0.012
1337,2020.043048087431,1.5,0.05
1338,2020.0434060109285,1.517,0.027000000000000003
1339,2020.0434672131148,1.772,0.003
1340,2020.0435189071043,1.536,0.02
1341,2020.0438829234972,1.448,0.022000000000000002
1342,2020.0443762295085,1.512,0.022000000000000002
1343,2020.0444065573768,1.724,0.004
1344,2020.0468409836071,1.491,0.003
1345,2020.0496166666671,1.496,0.003
1346,2020.052143989071,1.487,0.001
1347,2020.053865573771,1.533,0.013000000000000001
1348,2020.0539560109285,1.547,0.013999999999999999
1349,2020.0539612021855,1.545,0.013000000000000001
1350,2020.0540928961748,1.554,0.012
1351,2020.0543593989069,1.578,0.06
1352,2020.0548064207653,1.54,0.005
1353,2020.0570413661203,1.582,0.09
1354,2020.0571530601098,1.57,0.006999999999999999
1355,2020.0595816939897,1.48,0.02
1356,2020.0597677595629,1.47,0.01
1357,2020.0607240437162,1.604,0.012
1358,2020.0620827868854,1.583,0.009000000000000001
1359,2020.0621226775954,1.574,0.009000000000000001
1360,2020.062178415301,1.747,0.003
1361,2020.0623445355186,1.552,0.008
1362,2020.0623923497265,1.543,0.006999999999999999
1363,2020.0625565573778,1.564,0.006999999999999999
1364,2020.0661740437154,1.628,0.015
1365,2020.0744508196717,1.641,0.017
1366,2020.077021311475,1.543,0.003
1367,2020.0770718579236,1.62,0.023
1368,2020.0789439890705,1.55,0.012
1369,2020.0797964480878,1.626,0.027999999999999997
1370,2020.08171010929,1.583,0.005
1371,2020.0825215846992,1.666,0.023
1372,2020.0841516393448,1.595,0.006
1373,2020.0841655737702,1.62,0.006
1374,2020.0843076502733,1.609,0.005
1375,2020.0843128415304,1.599,0.006
1376,2020.0852459016398,1.667,0.027000000000000003
1377,2020.0853959016395,1.571,0.002
1378,2020.0867169398912,1.616,0.004
1379,2020.0879726775952,1.675,0.025
1380,2020.090697814208,1.665,0.013000000000000001
1381,2020.090973497268,1.583,0.002
1382,2020.0930707377058,1.604,0.045
1383,2020.0934202185797,1.5819999999999999,0.003
1384,2020.095198360656,1.6580000000000001,0.006999999999999999
1385,2020.095206830601,1.631,0.005
1386,2020.095247540983,1.624,0.01
1387,2020.0953201912573,1.631,0.003
1388,2020.09532057377,1.599,0.003
1389,2020.0961459016394,1.6480000000000001,0.023
1390,2020.097716120218,1.624,0.006
1391,2020.097900819672,1.646,0.009000000000000001
1392,2020.097906010929,1.656,0.012
1393,2020.0988795081971,1.67,0.021
1394,2020.1005587431696,1.67,0.03
1395,2020.1005994535517,1.636,0.006
1396,2020.100605191257,1.651,0.009000000000000001
1397,2020.100611202186,1.635,0.004
1398,2020.1032836065574,1.6369999999999998,0.008
1399,2020.1032901639348,1.646,0.005
1400,2020.1033983606555,1.6159999999999999,0.005
1401,2020.1034046448092,1.609,0.005
1402,2020.1068185792353,1.5919999999999999,0.001
1403,2020.1070371584706,1.5959999999999999,0.002
1404,2020.1070448087435,1.732,0.019
1405,2020.1085226775956,1.639,0.01
1406,2020.108528142076,1.6280000000000001,0.011000000000000001
1407,2020.1087144808741,1.626,0.008
1408,2020.1087207650266,1.643,0.005
1409,2020.1092380327873,1.6380000000000001,0.006
1410,2020.1113409836066,1.6540000000000001,0.005
1411,2020.1113461748637,1.653,0.006
1412,2020.1115349726776,1.645,0.005
1413,2020.1115401639347,1.632,0.009000000000000001
1414,2020.1115591803277,1.626,0.009000000000000001
1415,2020.1115647540987,1.6369999999999998,0.009000000000000001
1416,2020.1121012295082,1.665,0.009000000000000001
1417,2020.1142734972673,1.651,0.005
1418,2020.1142822404372,1.633,0.005
1419,2020.1152180327863,1.696,0.021
1420,2020.1169702185794,1.53,0.02
1421,2020.117943169399,1.694,0.023
1422,2020.1182002732237,1.6130000000000002,0.006
1423,2020.1206688524587,1.705,0.02
1424,2020.1224499999996,1.5719999999999998,0.005
1425,2020.1253718579228,1.584,0.012
1426,2020.1253773224046,1.5759999999999998,0.016
1427,2020.1261196721312,1.63,0.022000000000000002
1428,2020.1281869125685,1.577,0.011000000000000001
1429,2020.1281871038254,1.5730000000000002,0.01
1430,2020.128843715847,1.6159999999999999,0.027000000000000003
1431,2020.1289724043718,1.579,0.004
1432,2020.130750546448,1.514,0.033
1433,2020.1308137978137,1.53,0.07
1434,2020.1334398907109,1.581,0.006
1435,2020.1334456284148,1.59,0.005
1436,2020.1335030054645,1.59,0.006
1437,2020.134304371585,1.5119999999999998,0.024
1438,2020.134522131148,1.567,0.002
1439,2020.1361086612028,1.5630000000000002,0.036000000000000004
1440,2020.1362644808744,1.556,0.008
1441,2020.1362696721312,1.546,0.012
1442,2020.1370183060103,1.5030000000000001,0.021
1443,2020.1371773224046,1.556,0.003
1444,2020.1392734699457,1.561,0.027999999999999997
1445,2020.139382213115,1.556,0.013000000000000001
1446,2020.1395415300542,1.537,0.005
1447,2020.1416327868858,1.547,0.009000000000000001
1448,2020.1416434426233,1.558,0.006999999999999999
1449,2020.1420449726768,1.54,0.026000000000000002
1450,2020.142161885246,1.526,0.006
1451,2020.1421856010927,1.615,0.006999999999999999
1452,2020.1442907103822,1.485,0.003
1453,2020.1447751366118,1.534,0.026000000000000002
1454,2020.145145874318,1.6623,0.0065
1455,2020.1470812568314,1.525,0.01
1456,2020.1470815573775,1.521,0.011000000000000001
1457,2020.1475284426228,1.494,0.040999999999999995
1458,2020.1479163934423,1.5119999999999998,0.024
1459,2020.1503965573772,1.5190000000000001,0.002
1460,2020.150642349727,1.5130000000000001,0.013000000000000001
1461,2020.1532748087432,1.6267,0.0064
1462,2020.1533650273223,1.459,0.032
1463,2020.155785136612,1.483,0.002
1464,2020.1560920765025,1.44,0.026000000000000002
1465,2020.1563371584696,1.476,0.006
1466,2020.158498415301,1.455,0.003
1467,2020.1585310109297,1.517,0.01
1468,2020.1605010928963,1.484,0.006
1469,2020.1605068306017,1.495,0.005
1470,2020.1605857923498,1.5030000000000001,0.004
1471,2020.1605901639346,1.49,0.005
1472,2020.161287568306,1.4369999999999998,0.005
1473,2020.1618685792353,1.474,0.028999999999999998
1474,2020.164057759563,1.4169999999999998,0.005
1475,2020.1644901639345,1.4240000000000002,0.028999999999999998
1476,2020.166990710383,1.425,0.035
1477,2020.1671120218584,1.425,0.002
1478,2020.1723087431692,1.42,0.03
1479,2020.1724401639349,1.3869999999999998,0.039
1480,2020.1742467213119,1.405,0.01
1481,2020.1742521857925,1.3869999999999998,0.008
1482,2020.1751644808744,1.3559999999999999,0.025
1483,2020.1769122950825,1.393,0.004
1484,2020.1769207650275,1.403,0.006
1485,2020.177609863387,1.369,0.013999999999999999
1486,2020.1777663934427,1.355,0.005
1487,2020.1779010928963,1.3619999999999999,0.003
1488,2020.1806368852465,1.3330000000000002,0.013999999999999999
1489,2020.183202404371,1.297,0.008
1490,2020.1852076502728,1.3659999999999999,0.006999999999999999
1491,2020.1852136612017,1.3619999999999999,0.01
1492,2020.1852188524585,1.3330000000000002,0.008
1493,2020.1858992896175,1.306,0.02
1494,2020.1860931693993,1.253,0.026000000000000002
1495,2020.1908051092903,1.3159999999999998,0.01
1496,2020.1908125683062,1.301,0.01
1497,2020.1916502732236,1.274,0.004
1498,2020.1934349726773,1.04,0.01
1499,2020.1971065573766,1.236,0.003
1500,2020.1990508196718,1.227,0.005
1501,2020.199055737705,1.227,0.006999999999999999
1502,2020.2015557377051,1.224,0.005
1503,2020.2015609289622,1.226,0.004
1504,2020.2017680054653,1.294,0.01
1505,2020.2022946448094,1.182,0.01
1506,2020.202503825137,1.186,0.013999999999999999
1507,2020.202523497268,1.202,0.006
1508,2020.2042538251364,1.2229999999999999,0.011000000000000001
1509,2020.2042590163933,1.217,0.008
1510,2020.204371584699,0.9590000000000001,0.004
1511,2020.2049442622952,1.185,0.015
1512,2020.2069931693993,1.204,0.005
1513,2020.2069989071035,1.2,0.006999999999999999
1514,2020.2077633333329,1.161,0.009000000000000001
1515,2020.2099019672132,1.138,0.015
1516,2020.210410983607,1.127,0.003
1517,2020.2106062841533,1.135,0.002
1518,2020.2124893442624,1.13,0.01
1519,2020.2124945355192,1.127,0.006
1520,2020.2135502732235,1.109,0.001
1521,2020.2214296174864,1.031,0.02
1522,2020.2217420765028,1.0490000000000002,0.004
1523,2020.2234881010932,0.9835,0.034
1524,2020.2235693989076,1.004,0.013000000000000001
1525,2020.2241186065564,1.013,0.018000000000000002
1526,2020.2241385792347,0.995,0.003
1527,2020.2262401639348,1.005,0.01
1528,2020.2271893442623,0.971,0.027000000000000003
1529,2020.2288819672133,0.991,0.006999999999999999
1530,2020.2288882513658,0.975,0.006999999999999999
1531,2020.2289306147538,0.977,0.015
1532,2020.2326715846998,0.961,0.003
1533,2020.2405377049176,0.912,0.023
1534,2020.2434822404375,0.8690000000000001,0.03
1535,2020.245291803279,0.8540000000000001,0.009000000000000001
1536,2020.245297540983,0.847,0.009000000000000001
1537,2020.2480519125684,0.773,0.009000000000000001
1538,2020.2480579234973,0.775,0.012
1539,2020.2507816939894,0.774,0.019
1540,2020.2507868852463,0.81,0.013999999999999999
1541,2020.2535256830597,0.773,0.012
1542,2020.2535311475415,0.769,0.015
1543,2020.2543273224048,0.774,0.005
1544,2020.2545076502727,0.7659999999999999,0.005
1545,2020.2563245901633,0.78,0.004
1546,2020.2571527322402,0.713,0.027999999999999997
1547,2020.2589633879786,0.653,0.008
1548,2020.258968852459,0.647,0.008
1549,2020.2590480874321,0.772,0.018000000000000002
1550,2020.2617071038253,0.74,0.019
1551,2020.2617136612025,0.6970000000000001,0.011000000000000001
1552,2020.2617860655732,0.718,0.012
1553,2020.2644120218574,0.662,0.013000000000000001
1554,2020.2644374316935,0.69,0.012
1555,2020.2671885245907,0.6609999999999999,0.006
1556,2020.2699081967216,0.649,0.016
1557,2020.2699142076506,0.614,0.008
1558,2020.272620765028,0.34,0.05
1559,2020.273553825136,0.637,0.046
1560,2020.2737035519124,0.63,0.006
1561,2020.2753644808745,0.607,0.005
1562,2020.2753704918034,0.539,0.013000000000000001
1563,2020.2815142622958,0.534,0.092
1564,2020.287219398907,0.504,0.039
1565,2020.2873677595626,0.5429999999999999,0.006
1566,2020.2890620218575,0.517,0.006999999999999999
1567,2020.2890967213118,0.48,0.012
1568,2020.291789890711,0.5579999999999999,0.021
1569,2020.2945139344267,0.386,0.01
1570,2020.2945191256838,0.348,0.009000000000000001
1571,2020.2981519125685,0.48700000000000004,0.027999999999999997
1572,2020.305474590164,0.43,0.01
1573,2020.3082142076505,0.335,0.027000000000000003
1574,2020.3082196721311,0.342,0.011000000000000001
1575,2020.3109153005462,0.41,0.018000000000000002
1576,2020.3109202185797,0.409,0.011000000000000001
1577,2020.310933606558,0.456,0.01
1578,2020.4781420765028,0.66,0.015
1579,2020.5300546448088,0.76,0.015
1580,2020.549180327869,0.8,0.015
1581,2020.5557236065579,0.8859999999999999,0.03
