,time,Vmag,Verr
384,1999.115649315068,0.399,0.0
385,1999.1172843835623,0.376,0.001
386,1999.1179890410963,0.389,0.006999999999999999
387,1999.11800739726,0.396,0.006
388,1999.1338038356157,0.358,0.0
389,1999.1371156164382,0.346,0.003
390,1999.1398460273974,0.351,0.008
391,1999.1453227397258,0.35,0.001
392,1999.1528679452058,0.317,0.0
393,1999.1562468493153,0.326,0.004
394,1999.1802928767129,0.308,0.001
395,1999.180833424657,0.316,0.006999999999999999
396,1999.2131558904105,0.309,0.002
397,1999.7647824657533,0.503,0.003
398,1999.8221093150685,0.514,0.001
399,1999.852215342466,0.53,0.002
400,1999.893222465754,0.521,0.001
401,1999.9288109589036,0.565,0.003
402,1999.9349252054799,0.563,0.006
403,1999.9513082191781,0.562,0.002
404,1999.964979178082,0.561,0.002
405,1999.9697024657532,0.546,0.002
406,1999.9923104109587,0.548,0.004
407,2000.0359245901634,0.509,0.004
408,2000.0440896174862,0.502,0.0
409,2000.0549969945353,0.499,0.002
410,2000.065781967213,0.524,0.004
411,2000.0658811475405,0.49,0.004
412,2000.0713456284147,0.486,0.002
413,2000.074062568306,0.493,0.004
414,2000.0767893442628,0.496,0.001
415,2000.0795366120221,0.493,0.002
416,2000.0958718579234,0.491,0.011000000000000001
417,2000.1040368852462,0.504,0.003
418,2000.106707377049,0.541,0.001
419,2000.1149344262299,0.51,0.001
420,2000.1285614754097,0.532,0.004
421,2000.1612666666665,0.558,0.002
422,2000.1721595628417,0.574,0.004
423,2000.1776234972674,0.57,0.002
424,2000.1830677595626,0.583,0.011000000000000001
425,2000.2107505464476,0.591,0.004
426,2000.2191560109288,0.574,0.006999999999999999
427,2000.2463303278685,0.564,0.006
428,2000.2545240437155,0.536,0.008
429,2000.2654631147543,0.521,0.005
430,2000.2763767759557,0.516,0.005
431,2000.3119131147537,0.478,0.004
432,2000.9241379781415,0.506,0.005
433,2000.9267139344265,0.498,0.004
434,2000.9648666666665,0.466,0.003
435,2000.973100819672,0.461,0.004
436,2000.9893967213118,0.45,0.006999999999999999
437,2000.9895948087428,0.473,0.013000000000000001
438,2000.9948265027328,0.452,0.003
439,2001.0194641095893,0.465,0.001
440,2001.0305632876716,0.472,0.001
441,2001.035784383562,0.465,0.001
442,2001.04949890411,0.489,0.002
443,2001.0524232876717,0.503,0.004
444,2001.055144657534,0.517,0.005
445,2001.0577194520554,0.516,0.0
446,2001.0769950684926,0.542,0.006999999999999999
447,2001.090681643835,0.558,0.001
448,2001.1152827397257,0.588,0.001
449,2001.1180827397266,0.588,0.002
450,2001.1786205479455,0.616,0.001
451,2001.1977068493156,0.622,0.002
452,2001.2087030136984,0.611,0.001
453,2001.2388641095886,0.602,0.011000000000000001
454,2001.2743936986305,0.594,0.003
455,2001.7435287671228,0.479,0.004
456,2001.9321016438357,0.363,0.003
457,2001.9648978082196,0.372,0.002
458,2002.0032380821924,0.397,0.002
459,2002.0059652054797,0.411,0.002
460,2002.0358257534251,0.452,0.002
461,2002.0495460273978,0.467,0.001
462,2002.0496791780824,0.463,0.004
463,2002.0550805479454,0.475,0.003
464,2002.066039452055,0.485,0.004
465,2002.0851997260272,0.497,0.001
466,2002.093426575342,0.487,0.006
467,2002.096130136986,0.513,0.004
468,2002.1015608219175,0.52,0.002
469,2002.1070460273972,0.524,0.006
470,2002.1070643835612,0.518,0.003
471,2002.1125139726032,0.532,0.004
472,2002.1179572602734,0.535,0.002
473,2002.1316432876717,0.571,0.006999999999999999
474,2002.1343956164378,0.589,0.003
475,2002.164443287672,0.594,0.003
476,2002.1699035616439,0.632,0.004
477,2002.17264520548,0.611,0.003
478,2002.1868904109585,0.653,0.009000000000000001
479,2002.1923745205486,0.661,0.004
480,2002.2005649315065,0.643,0.005
481,2002.2086852054802,0.67,0.001
482,2002.921285479452,0.449,0.003
483,2003.0032369863013,0.398,0.006
484,2003.0168936986297,0.384,0.002
485,2003.0278252054798,0.408,0.004
486,2003.033315616438,0.429,0.002
487,2003.0605980821924,0.478,0.006
488,2003.0797172602738,0.544,0.01
489,2003.0797375342465,0.509,0.003
490,2003.1097868493146,0.569,0.001
491,2003.1179621917809,0.592,0.009000000000000001
492,2003.12069369863,0.602,0.005
493,2003.1234400000003,0.615,0.003
494,2003.1371391780829,0.656,0.001
495,2003.1398460273974,0.664,0.004
496,2003.140003287671,0.689,0.004
497,2003.142612328767,0.656,0.004
498,2003.148032054795,0.691,0.002
499,2003.1535013698629,0.695,0.004
500,2003.1562443835624,0.705,0.004
501,2003.1589745205483,0.709,0.003
502,2003.1671594520546,0.736,0.006
503,2003.16992,0.736,0.002
504,2003.178097534246,0.751,0.002
505,2003.184207945206,0.786,0.001
506,2003.186307123288,0.792,0.002
507,2003.1890526027394,0.797,0.006
508,2003.1977928767121,0.793,0.009000000000000001
509,2003.2251780821916,0.868,0.004
510,2003.2441832876714,0.898,0.006999999999999999
511,2003.25788739726,0.927,0.003
512,2004.022263934426,0.459,0.004
513,2004.0249994535513,0.458,0.001
514,2004.0359010928962,0.45,0.004
515,2004.0413800546444,0.448,0.006
516,2004.0440688524586,0.43,0.004
517,2004.0549863387978,0.447,0.002
518,2004.0658849726783,0.443,0.002
519,2004.1040377049183,0.446,0.002
520,2004.120383606557,0.46,0.006999999999999999
521,2004.125843169399,0.46,0.006
522,2004.1448953551917,0.478,0.0
523,2004.150375136612,0.483,0.005
524,2004.155816120219,0.491,0.005
525,2004.16126284153,0.498,0.003
526,2004.164004644809,0.484,0.011000000000000001
527,2004.2206043715848,0.569,0.008
528,2005.0387709589038,0.431,0.001
529,2005.055144657534,0.436,0.0
530,2005.0633397260272,0.434,0.009000000000000001
531,2005.0715517808223,0.44,0.002
532,2005.0742750684935,0.45,0.006999999999999999
533,2005.0770123287666,0.455,0.005
534,2005.0852010958904,0.439,0.006999999999999999
535,2005.0987550684927,0.502,0.054000000000000006
536,2005.1125178082195,0.431,0.006
537,2005.1480339726024,0.409,0.001
538,2005.1562342465754,0.407,0.004
539,2005.1699150684929,0.405,0.004
540,2005.1726515068494,0.402,0.003
541,2006.1645720547945,0.375,0.001
542,2006.2057249315071,0.463,0.005
543,2006.224856164383,0.487,0.012
544,2006.233009315069,0.509,0.001
545,2006.2385230136983,0.518,0.003
546,2006.8935863013699,0.736,0.004
547,2007.0058986301367,0.632,0.003
548,2007.1041849315066,0.424,0.002
549,2007.1620219178076,0.436,0.001
550,2007.1919265753424,0.449,0.002
551,2007.2165405479452,0.47,0.001
552,2007.2357375342463,0.453,0.023
553,2008.0247540983607,0.595,0.009000000000000001
554,2008.0349878688519,0.64,0.03
555,2008.128488797814,0.519,0.004
556,2008.1502948087434,0.502,0.002
557,2008.809797540984,0.905,0.002
558,2008.83439726776,0.942,0.006999999999999999
559,2008.8934155737707,0.938,0.023
560,2008.9951407103824,0.877,0.002
561,2009.0139890410962,0.854,0.003
562,2009.0245106849309,0.789,0.016
563,2009.0606893150684,0.876,0.001
564,2009.1181539726022,0.878,0.003
565,2009.1454452054793,0.78,0.02
566,2009.167408684932,0.755,0.003
567,2009.1726597260276,0.749,0.001
568,2009.1973090410959,0.69,0.006
569,2009.2083961643839,0.697,0.002
570,2009.2140410958905,0.694,0.004
571,2009.222086575343,0.656,0.004
572,2009.2441286027406,0.65,0.02
573,2009.2495909315076,0.597,0.006999999999999999
574,2009.7600632876706,0.542,0.003
575,2009.7982964383566,0.52,0.002
576,2009.8339350684928,0.47,0.006999999999999999
577,2009.9076528767123,0.406,0.001
578,2009.9951484109595,0.335,0.01
579,2010.0360380821912,0.42,0.002
580,2010.1068493150685,0.549,0.019
581,2010.1755021917813,0.52,0.006
582,2010.2084279452056,0.479,0.005
583,2010.2277189041092,0.443,0.001
584,2010.2330263013696,0.445,0.006
585,2010.2714104109584,0.402,0.012
586,2010.2715506849313,0.372,0.001
587,2010.2933276712333,0.358,0.009000000000000001
588,2010.7710806575349,0.259,0.001
589,2011.2357572328772,0.507,0.04
590,2011.2359419178076,0.561,0.002
591,2011.8283073972605,0.556,0.0
592,2011.880172602739,0.487,0.008
593,2011.9429827397255,0.449,0.005
594,2012.005915027323,0.396,0.005
595,2012.0524420765028,0.378,0.003
596,2012.0540185792352,0.419,0.009000000000000001
597,2012.1167614754097,0.454,0.064
598,2012.1261478142083,0.424,0.006
599,2012.1279010928956,0.424,0.008
600,2012.1395689344258,0.359,0.012
601,2012.152392622951,0.482,0.021
602,2012.1588038251368,0.408,0.006
603,2012.179631420765,0.5,0.008
604,2012.1942672677594,0.43,0.023
605,2012.2052898907098,0.505,0.005
606,2012.2180005464477,0.492,0.022000000000000002
607,2012.270601038251,0.546,0.039
608,2012.869608606558,0.486,0.02
609,2012.9704139344267,0.642,0.004
610,2012.9941428961752,0.669,0.044000000000000004
611,2012.9978222404377,0.49,0.015
612,2013.005302465753,0.628,0.008
613,2013.0271690410957,0.59,0.026000000000000002
614,2013.0297983561643,0.61,0.025
615,2013.0552067397252,0.392,0.035
616,2013.0705860273977,0.538,0.036000000000000004
617,2013.070770684932,0.517,0.006
618,2013.0744158904106,0.479,0.005
619,2013.0764287671227,0.466,0.021
620,2013.0764326027404,0.483,0.01
621,2013.1033904109584,0.465,0.02
622,2013.1125912328762,0.401,0.004
623,2013.1392884931502,0.4,0.035
624,2013.1609435616444,0.405,0.008
625,2013.1609569863008,0.41,0.043
626,2013.1664687671228,0.442,0.008
627,2013.1664764383565,0.448,0.013999999999999999
628,2013.1666495890408,0.427,0.005
629,2013.16742,0.411,0.005
630,2013.1695035616433,0.384,0.018000000000000002
631,2013.172022465753,0.444,0.011000000000000001
632,2013.172237534247,0.427,0.009000000000000001
633,2013.1726183561645,0.359,0.05
634,2013.1746575342465,0.456,0.067
635,2013.1746764383558,0.471,0.032
636,2013.1802569863016,0.498,0.062
637,2013.180281643836,0.449,0.012
638,2013.180479452055,0.444,0.039
639,2013.2049008219185,0.428,0.046
640,2013.2049145205483,0.434,0.006
641,2013.2131049315062,0.484,0.018000000000000002
642,2013.2213090410953,0.431,0.025
643,2013.2213964383564,0.393,0.026000000000000002
644,2013.2734093150684,0.568,0.017
645,2013.2788887671234,0.618,0.054000000000000006
646,2013.2816191780828,0.56,0.006999999999999999
647,2013.2843608219177,0.568,0.012
648,2013.287077534246,0.558,0.031
649,2013.2870967123288,0.543,0.027999999999999997
650,2013.3044463013694,0.602,0.006999999999999999
651,2013.6852208219175,0.578,0.02
652,2013.740045753425,0.576,0.016
653,2013.748200273973,0.571,0.012
654,2013.750865753425,0.577,0.032
655,2013.7508715068489,0.583,0.016
656,2013.753694794521,0.575,0.022000000000000002
657,2013.753721369863,0.587,0.01
658,2013.7565372602733,0.601,0.006
659,2013.7565430136985,0.576,0.016
660,2013.7591934246573,0.578,0.044000000000000004
661,2013.7591989041102,0.586,0.025
662,2013.7785501369863,0.564,0.07
663,2013.7921213698623,0.559,0.024
664,2013.7921290410964,0.578,0.018000000000000002
665,2013.8250950684937,0.541,0.009000000000000001
666,2013.82509890411,0.56,0.047
667,2013.8519501369867,0.573,0.008
668,2013.8519558904106,0.585,0.024
669,2013.8634112328764,0.554,0.025
670,2013.8688013698625,0.572,0.013999999999999999
671,2013.8688090410965,0.558,0.022000000000000002
672,2013.8882115068488,0.504,0.001
673,2013.9045301369863,0.546,0.044000000000000004
674,2013.9065695890417,0.572,0.025
675,2013.9208161643835,0.593,0.023
676,2013.9208219178086,0.579,0.025
677,2013.9473249315067,0.545,0.053
678,2013.9473306849318,0.514,0.05
679,2013.9804263013696,0.545,0.012
680,2013.9804317808225,0.555,0.026000000000000002
681,2013.989448219178,0.591,0.006
682,2014.0250545205486,0.47,0.003
683,2014.0268682191786,0.528,0.01
684,2014.0321821917805,0.527,0.023
685,2014.0387652054799,0.49,0.005
686,2014.0406602739727,0.5,0.015
687,2014.1172736986298,0.47,0.023
688,2014.1225608219177,0.436,0.038
689,2014.1253271232881,0.448,0.026000000000000002
690,2014.1390334246578,0.466,0.009000000000000001
691,2014.1472487671238,0.423,0.025
692,2014.1501008219175,0.4,0.022000000000000002
693,2014.152703561644,0.443,0.038
694,2014.1557495890415,0.35,0.045
695,2014.1583199999998,0.348,0.066
696,2014.1610578082195,0.411,0.045
697,2014.1719463013699,0.396,0.004
698,2014.1829013698632,0.372,0.006999999999999999
699,2014.1857306849313,0.373,0.017
700,2014.1911567123288,0.358,0.022000000000000002
701,2014.1939326027396,0.37,0.005
702,2014.1966989041102,0.355,0.022000000000000002
703,2014.1967084931503,0.358,0.006
704,2014.199366575343,0.351,0.012
705,2014.1993739726022,0.343,0.015
706,2014.213091780822,0.359,0.03
707,2014.215854246575,0.414,0.005
708,2014.2158619178076,0.408,0.017
709,2014.232290684932,0.422,0.006999999999999999
710,2014.2322983561644,0.336,0.006
711,2014.237739726027,0.397,0.031
712,2014.237756986301,0.358,0.033
713,2014.2377986301374,0.328,0.021
714,2014.240466027397,0.381,0.049
715,2014.2404928767123,0.391,0.01
716,2014.2405002739727,0.37,0.055
717,2014.2514884931506,0.293,0.012
718,2014.2652331506847,0.289,0.027999999999999997
719,2014.2843580821911,0.418,0.04
720,2014.292581095891,0.384,0.034
721,2014.627688493151,0.608,0.052000000000000005
722,2014.627692054795,0.547,0.028999999999999998
723,2014.6276958904114,0.537,0.01
724,2014.6852227397262,0.538,0.024
725,2014.685228219178,0.518,0.008
726,2014.685233972603,0.547,0.039
727,2014.7097660273978,0.549,0.019
728,2014.7097717808215,0.528,0.011000000000000001
729,2014.7289306849318,0.55,0.015
730,2014.7289364383555,0.567,0.006999999999999999
731,2014.7427093150682,0.607,0.01
732,2014.7428482191779,0.542,0.02
733,2014.7646841095889,0.528,0.013999999999999999
734,2014.764689863014,0.53,0.006
735,2014.786841643835,0.562,0.048
736,2014.7977227397264,0.532,0.01
737,2014.797728219178,0.531,0.017
738,2014.8440430136984,0.589,0.054000000000000006
739,2014.844050684931,0.595,0.049
740,2014.8934208219182,0.552,0.006
741,2014.8934265753421,0.557,0.022000000000000002
742,2014.8934323287672,0.565,0.016
743,2014.9372564383566,0.579,0.03
744,2014.9397526027392,0.626,0.016
745,2014.9397641095893,0.618,0.048
746,2014.939853424658,0.624,0.005
747,2014.9454186301373,0.619,0.02
748,2014.9748802739732,0.651,0.033
749,2014.9748857534248,0.62,0.018000000000000002
750,2014.9751084931502,0.639,0.003
751,2014.975110410959,0.656,0.026000000000000002
752,2014.977895616439,0.637,0.008
753,2014.985643013698,0.608,0.038
754,2014.9856545205482,0.651,0.031
755,2014.9856602739721,0.65,0.017
756,2014.9944197260277,0.6,0.022000000000000002
757,2014.994429315069,0.631,0.027999999999999997
758,2014.9944367123283,0.625,0.004
759,2014.9966210958905,0.655,0.018000000000000002
760,2014.9966284931509,0.62,0.021
761,2014.9966399999998,0.603,0.016
