JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2439407.5,0.9,,,Vis.,CAE,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439408.4,0.9,,,Vis.,CAV,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439408.5,0.9,,,Vis.,CAA,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439408.5,0.9,,,Vis.,CAE,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439409.4,0.8,,,Vis.,CAV,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439409.6,0.9,,,Vis.,CAE,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439410.5,0.9,,,Vis.,AWE,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439410.5,0.9,,,Vis.,CAA,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439411.4,0.8,,,Vis.,CAV,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439411.5,0.9,,,Vis.,CAA,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439412.4,0.7,,,Vis.,CAV,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439412.5,0.9,,,Vis.,CAA,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439414.4,0.8,,,Vis.,CAV,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439414.57,0.8,,,Vis.,CAA,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439415.57,0.8,,,Vis.,CAA,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439426.4,0.6,,,Vis.,CAV,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439430.4,0.7,,,Vis.,CAV,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439544.9,1.2,,,Vis.,KRS,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439588.7,1.0,,,Vis.,KRS,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439613.5,0.9,,,Vis.,BPA,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439645.6,0.9,,,Vis.,BPA,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439658.6,1.0,,,Vis.,BPA,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439674.8,0.8,,,Vis.,KRS,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439679.6,1.1,,,Vis.,BPA,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439683.7,1.9,,,Vis.,ZN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439685.7,1.4,,,Vis.,ZN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439702.6,1.1,,,Vis.,BPA,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439705.7,1.5,,,Vis.,ZN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439706.7,1.1,,,Vis.,KRS,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439712.7,1.4,,,Vis.,ZN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439713.7,1.2,,,Vis.,ZN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439714.7,2.0,,,Vis.,ZN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439953.7,1.3,,,Vis.,KRS,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439995.7,1.0,,,Vis.,KRS,,,,,,,,V,,,,ALF SCO,,STD,,,,
2440010.7,1.2,,,Vis.,KRS,,,,,,,,V,,,,ALF SCO,,STD,,,,
2440088.5,1.2,,,Vis.,TJ,,,,,,,,V,,,,ALF SCO,,STD,,,,
2440089.5,1.3,,,Vis.,TJ,,,,,,,,V,,,,ALF SCO,,STD,,,,
2441795.6,0.9,,,Vis.,FEG,,,,,,,,V,,,,ALF SCO,,STD,,,,
2442208.45,0.6,,,Vis.,BOH,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2442214.43,0.9,,,Vis.,BOH,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2442215.4,1.2,,,Vis.,BOH,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2442219.4,0.7,,,Vis.,BOH,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2442221.44,0.7,,,Vis.,BOH,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2442966.7,0.8,,,Vis.,KRS,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443694.3,1.2,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443698.3,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443703.3,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443704.3,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443705.3,1.2,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443712.3,1.0,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443713.3,1.0,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443714.3,1.0,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443717.3,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443724.3,1.6,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443726.3,1.5,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443727.3,1.2,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443729.3,1.2,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443730.3,1.3,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443732.3,1.2,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443737.3,1.4,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443739.3,1.2,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443740.3,1.4,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443741.3,1.3,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443746.3,1.4,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443747.3,1.3,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443753.2,1.6,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443761.2,1.5,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443763.2,1.4,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443765.2,1.5,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443766.2,1.6,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443769.2,1.5,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443770.2,1.4,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443772.2,1.5,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443775.2,1.6,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443777.2,1.6,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443790.3,1.5,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2443905.6,1.5,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444024.4,1.3,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444039.3,1.2,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444040.3,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444043.3,1.2,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444048.3,1.3,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444049.3,1.2,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444050.3,1.3,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444054.3,1.2,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444056.4,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444060.4,1.0,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444065.4,1.0,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444066.4,1.0,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444070.4,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444078.4,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444087.3,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444088.3,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444089.3,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444090.3,1.0,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444091.3,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444094.3,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444102.3,1.2,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444103.3,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444267.6,1.3,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444314.6,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444344.5,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444348.5,1.2,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444409.3,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444432.3,1.0,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444451.3,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444458.3,1.2,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444474.3,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444497.3,1.3,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444703.0,1.4,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444784.3,1.3,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444787.3,1.2,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444789.3,1.3,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444798.3,1.5,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444802.3,1.4,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444805.3,1.4,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444837.3,1.3,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444839.3,1.2,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2444845.3,1.2,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2445129.3,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2445141.3,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2445145.3,1.2,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2445149.3,1.1,,,Vis.,TAN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2445429.8986,0.906,0.017,,V,BWK,,,,,"""PEPHQ, Check:  8.132,                           """,1,,V,,,,ALF SCO,,STD,,,,
2445460.8234,0.910,0.008,,V,BWK,,,,,"""PEPHQ, Check:  8.175,                           """,1,,V,,,,ALF SCO,,STD,,,,
2445797.8826,1.186,0.128,,V,BWK,,,,,"""PEPHQ, Check:  6.772,                           """,1,,V,,,,ALF SCO,,STD,,,,
2445839.8125,1.014,0.028,,V,BWK,,,,,"""PEPHQ, Check:  6.758,                           """,1,,V,,,,ALF SCO,,STD,,,,
2445887.7,1.0,,,Vis.,TMR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2447162.3,0.8,,,Vis.,STI,,,,,,,,V,,,,ALF SCO,,STD,,,,
2447201.9,0.8,,,Vis.,STI,,,,,,,,V,,,,ALF SCO,,STD,,,,
2447218.9,0.8,,,Vis.,STI,,,,,,,,V,,,,ALF SCO,,STD,,,,
2447316.7917,0.764,0.002,,V,WJM,,,,,"""PEPHQ, Check:  6.498,                           """,1,,V,,,,ALF SCO,,STD,,,,
2447349.7176,0.893,0.005,,V,WJM,,,,,"""PEPHQ, Check:  6.808,                           """,1,,V,,,,ALF SCO,,STD,,,,
2447379.7014,0.911,0.003,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2447388.6947,0.899,0.003,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2447594.0,0.6,,,Vis.,LX,,,,,,,,V,,,,ALF SCO,,STD,,,,
2447653.5,1.2,,,Vis.,CBA,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2447653.5,1.1,,,Vis.,POD,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2447669.8236,0.948,0.003,,V,WJM,,,,,"""PEPHQ, Check:  6.801,                 FULL MOON """,1,,V,,,,ALF SCO,,STD,,,,
2447699.7380,0.896,0.002,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                      HAZY """,1,,V,,,,ALF SCO,,STD,,,,
2447709.7681,0.940,0.005,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2447710.5,1.1,,,Vis.,CBA,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2447714.5,1.2,,,Vis.,POD,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2447732.7319,0.957,0.009,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2447743.6778,0.951,0.002,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448032.8625,0.881,0.009,,V,WJM,,,,,"""PEPHQ, Check:  6.725,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448033.8792,0.895,0.004,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448034.8704,0.893,0.004,,V,WJM,,,,,"""PEPHQ, Check:  6.701,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448053.9503,0.899,0.012,,V,SMQ,,,,,"""PEPHQ, Check: -9.999,                  POOR SKY """,1,,V,,,,ALF SCO,,STD,,,,
2448061.8257,0.935,0.006,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448065.7303,0.932,0.002,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448066.7549,0.933,0.006,,V,WJM,,,,,"""PEPHQ, Check:  6.710,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448091.7437,0.970,0.003,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448092.7215,0.977,0.005,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448099.6993,1.004,0.006,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448100.6472,0.975,0.006,,V,SMQ,,,,,"""PEPHQ, Check:  6.711,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448101.6972,0.980,0.012,,V,WJM,,,,,"""PEPHQ, Check: -9.999,   SETTING MOON = 50% FULL """,1,,V,,,,ALF SCO,,STD,,,,
2448357.4,0.8,,,Vis.,HEN,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2448396.7894,0.985,0.007,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448415.6965,0.972,0.008,,V,SMQ,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448430.7681,0.993,0.004,,V,WJM,,,,,"""PEPHQ, Check:  6.719,            MOON= 80% FULL """,1,,V,,,,ALF SCO,,STD,,,,
2448437.6826,0.967,0.004,,V,SMQ,,,,,"""PEPHQ, Check:  6.706,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448437.7412,1.007,0.004,,V,WJM,,,,,"""PEPHQ, Check:  6.708,     MOON RISING- 95% FULL """,1,,V,,,,ALF SCO,,STD,,,,
2448453.7470,0.995,0.005,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448476.6833,1.025,0.003,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                      HAZY """,1,,V,,,,ALF SCO,,STD,,,,
2448482.6354,1.052,0.003,,V,SMQ,,,,,"""PEPHQ, Check:  6.695,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448507.6095,1.073,0.013,,V,SMQ,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448720.0106,3.715,,,U,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448720.0142,ALF SCO,,STD,1,,,
2448720.0106,2.796,,,B,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448720.0142,ALF SCO,,STD,1,,,
2448720.0106,0.99,,,V,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448720.0142,ALF SCO,,STD,1,,,
2448726.9873,0.97,,,V,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448726.9914,ALF SCO,,STD,2,,,
2448726.9873,4.021,,,U,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448726.9914,ALF SCO,,STD,2,,,
2448726.9873,2.759,,,B,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448726.9914,ALF SCO,,STD,2,,,
2448734.9920,0.988,,,V,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448734.9965,ALF SCO,,STD,3,,,
2448734.9920,2.796,,,B,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448734.9965,ALF SCO,,STD,3,,,
2448734.9920,4.156,,,U,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448734.9965,ALF SCO,,STD,3,,,
2448747.956,2.768,,,B,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448747.961,ALF SCO,,STD,4,,,
2448747.956,0.943,,,V,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448747.961,ALF SCO,,STD,4,,,
2448747.956,3.924,,,U,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448747.961,ALF SCO,,STD,4,,,
2448772.9450,2.62,,,B,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448772.9508,ALF SCO,,STD,5,,,
2448772.9450,0.771,,,V,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448772.9508,ALF SCO,,STD,5,,,
2448772.9450,3.735,,,U,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448772.9508,ALF SCO,,STD,5,,,
2448778.5245,0.897,0.006,,V,ILS,,,,,"""PEPHQ, Check: -9.999,                       LOW """,1,,V,,,,ALF SCO,,STD,,,,
2448792.4424,0.937,0.005,,V,ILS,,,,,"""PEPHQ, Check: -9.999,                      MOON """,1,,V,,,,ALF SCO,,STD,,,,
2448793.7560,0.952,0.003,,V,WJM,,,,,"""PEPHQ, Check:  6.729,                      HAZY """,1,,V,,,,ALF SCO,,STD,,,,
2448795.3706,0.935,0.011,,V,ILS,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448803.9384,0.716,,,V,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448803.9435,ALF SCO,,STD,6,,,
2448803.9384,3.752,,,U,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448803.9435,ALF SCO,,STD,6,,,
2448803.9384,2.621,,,B,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448803.9435,ALF SCO,,STD,6,,,
2448809.3398,0.970,0.016,,V,ILS,,,,,"""PEPHQ, Check: -9.999,       SEE COVERING LETTER """,1,,V,,,,ALF SCO,,STD,,,,
2448809.7160,0.937,0.007,,V,WJM,,,,,"""PEPHQ, Check:  6.232,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448816.3275,0.916,0.012,,V,ILS,,,,,"""PEPHQ, Check: -9.999, 3*1-SEC INTEGRATIONS MOON """,1,,V,,,,ALF SCO,,STD,,,,
2448820.7086,0.925,0.004,,V,WJM,,,,,"""PEPHQ, Check:  6.709,                           """,1,,V,,,,ALF SCO,,STD,,,,
2448837.2741,0.836,0.007,,V,ILS,,,,,"""PEPHQ, Check: -9.999, 3-SEC INTEGRATIONS OF VAR """,1,,V,,,,ALF SCO,,STD,,,,
2448844.2516,0.841,0.009,,V,ILS,,,,,"""PEPHQ, Check: -9.999,                      MOON """,1,,V,,,,ALF SCO,,STD,,,,
2448864.8356,3.568,,,U,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448864.8358,ALF SCO,,STD,7,,,
2448864.8356,0.686,,,V,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448864.8358,ALF SCO,,STD,7,,,
2448864.8356,2.534,,,B,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448864.8358,ALF SCO,,STD,7,,,
2448893.8317,2.578,,,B,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448893.8292,ALF SCO,,STD,8,,,
2448893.8317,0.793,,,V,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448893.8292,ALF SCO,,STD,8,,,
2448893.8317,3.386,,,U,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448893.8292,ALF SCO,,STD,8,,,
2448894.8353,2.594,,,B,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448894.8327,ALF SCO,,STD,9,,,
2448894.8353,0.8,,,V,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448894.8327,ALF SCO,,STD,9,,,
2448894.8353,3.489,,,U,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448894.8327,ALF SCO,,STD,9,,,
2448899.8197,2.634,,,B,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448899.8166,ALF SCO,,STD,10,,,
2448899.8197,0.822,,,V,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448899.8166,ALF SCO,,STD,10,,,
2448899.8197,3.376,,,U,APOG,,,,,S. WALKER (APOG) ARCHIVAL DATA IMPORT,1,,Z,,,2448899.8166,ALF SCO,,STD,10,,,
2449109.4,0.9,,,Vis.,HEN,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2449128.3,0.8,,,Vis.,HEN,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2449129.8331,0.904,0.012,,V,WJM,,,,,"""PEPHQ, Check:  6.908,                           """,1,,V,,,,ALF SCO,,STD,,,,
2449139.3,0.8,,,Vis.,HEN,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2449149.8021,0.911,0.006,,V,WJM,,,,,"""PEPHQ, Check:  6.727,                           """,1,,V,,,,ALF SCO,,STD,,,,
2449151.6977,0.861,0.001,,V,SMQ,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2449152.7852,0.899,0.004,,V,LKA,,,,,"""PEPHQ, Check: -9.999,                     WINDY """,1,,V,,,,ALF SCO,,STD,,,,
2449175.7375,0.958,0.011,,V,WJM,,,,,"""PEPHQ, Check:  6.711,             MOON=95% FULL """,1,,V,,,,ALF SCO,,STD,,,,
2449178.6,0.7,,,Vis.,STI,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449182.7,0.6,,,Vis.,STI,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449193.7,0.6,,,Vis.,STI,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449208.6,0.6,,,Vis.,STI,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449211.6,0.7,,,Vis.,STI,C,,,,,,,V,,,,ALF SCO,,STD,,,,
2449211.6852,0.946,0.010,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2449215.6380,0.917,0.005,,V,SMQ,,,,,"""PEPHQ, Check:  6.741,                           """,1,,V,,,,ALF SCO,,STD,,,,
2449216.658,0.90,,,V,BNY,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449217.6,0.7,,,Vis.,STI,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449501.7574,0.897,0.017,,V,WI,,,,,"""PEPHQ, Check: -9.999,           19d MOON LOW SE """,1,,V,,,,ALF SCO,,STD,,,,
2449520.3,0.6,,,Vis.,HEN,,,,,,,,V,,,,ALF SCO,AFOEV,STD,,,,
2449530.627,0.77,,,V,BNY,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449539.6863,0.702,0.011,,V,SMQ,,,,,"""PEPHQ, Check:  6.683,                           """,1,,V,,,,ALF SCO,,STD,,,,
2449568.6470,0.745,0.010,,V,SMQ,,,,,"""PEPHQ, Check:  6.692,                           """,1,,V,,,,ALF SCO,,STD,,,,
2449883.6590,0.785,0.013,,V,SMQ,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2449892.7197,0.817,0.012,,V,WJM,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2449904.6604,0.786,0.011,,V,SMQ,,,,,"""PEPHQ, Check: -9.999,                           """,1,,V,,,,ALF SCO,,STD,,,,
2449911.6903,0.837,0.004,,V,WJM,,,,,"""PEPHQ, Check:  6.695,                           """,1,,V,,,,ALF SCO,,STD,,,,
2449918.7,0.8,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449922.6,0.9,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
2449923.6,0.7,,,Vis.,SQR,,,,,,,,V,,,,ALF SCO,,STD,,,,
