JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2432401.9,0.9,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432405.8,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432413.0,0.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432417.9,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432435.8,0.9,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432443.9,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432447.9,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432464.8,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432480.9,0.9,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432574.2,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432648.2,0.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432652.2,0.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432675.0,1.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432686.3,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432686.9,1.2,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432699.9,1.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432716.8,1.2,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432731.0,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432738.0,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432743.0,0.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432766.9,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432785.8,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432815.9,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2432976.2,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433004.2,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433004.9,0.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433007.2,0.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433009.1,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433036.2,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433059.2,0.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433071.2,0.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433085.0,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433096.0,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433115.0,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433121.0,0.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433143.0,0.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433146.9,0.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433153.9,0.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433173.9,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433182.9,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433211.9,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433332.2,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433335.2,0.9,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433336.2,1.0,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433372.2,0.9,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433385.2,0.9,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433389.2,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433400.2,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433421.0,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433423.0,0.9,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433436.9,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433442.9,0.9,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433450.0,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433453.9,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433478.0,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433500.8,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433503.9,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433505.9,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433511.9,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433530.0,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433536.9,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433721.2,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433722.2,0.9,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433772.9,0.9,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433779.2,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433800.0,0.9,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433804.0,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433807.0,0.9,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433823.0,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433827.0,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433835.0,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433852.0,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433869.9,0.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2433887.0,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434075.2,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434106.2,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434111.3,0.9,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434122.2,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434136.2,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434156.2,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434177.9,0.9,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434192.0,0.9,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434206.7,1.0,,,Vis.,OV,,,,,,,,V,,,,ALF SCO,,STD,,,,
2434206.9,0.9,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434210.0,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434213.7,1.0,,,Vis.,OV,,,,,,,,V,,,,ALF SCO,,STD,,,,
2434216.0,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434221.0,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434246.9,0.9,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434249.9,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434271.9,0.9,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434291.9,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434451.2,0.9,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434486.3,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434517.3,0.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434534.9,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434548.1,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434566.0,0.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434572.0,0.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434598.9,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434628.9,0.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434650.9,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434665.9,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434819.2,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434921.0,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434928.9,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434947.0,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434952.0,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434980.9,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2434986.9,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2435008.9,0.5,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2435016.9,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2435037.9,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2435159.2,1.1,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2435195.2,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2435228.3,0.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2435282.0,0.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2435307.0,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2435313.0,0.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2435556.2,0.6,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2435683.9,0.7,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2435966.0,0.8,,,Vis.,JA,K        ,,,,RASNZ ARCHIVAL,,,V,,,,ALF SCO,,STD,,,,RASNZ
2436805.0,0.9,,,Vis.,OD,,,,,,,,V,,,,ALF SCO,,STD,,,,
2436827.0,1.0,,,Vis.,OD,,,,,,,,V,,,,ALF SCO,,STD,,,,
2436828.8,0.9,,,Vis.,EVP,,,,,,,,V,,,,ALF SCO,,STD,,,,
2436858.9292,1.0,,,Vis.,HMD,,,,,,,,V,,,,ALF SCO,,STD,,,,
2436864.9,1.0,,,Vis.,OD,,,,,,,,V,,,,ALF SCO,,STD,,,,
2436868.9,1.0,,,Vis.,EVP,,,,,,,,V,,,,ALF SCO,,STD,,,,
2436875.9,1.0,,,Vis.,EVP,,,,,,,,V,,,,ALF SCO,,STD,,,,
2436875.9,1.0,,,Vis.,OD,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437039.9,1.0,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437047.966,1.0,,,Vis.,HMD,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437073.9,1.2,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437080.8757,1.0,,,Vis.,HMD,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437083.8938,1.0,,,Vis.,HMD,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437089.0,1.1,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437101.9854,1.0,,,Vis.,HMD,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437112.0,1.0,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437115.9049,1.0,,,Vis.,HMD,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437139.0,1.1,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437162.9,1.2,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437187.0,1.0,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437196.9,1.0,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437197.9938,0.8,,,Vis.,OD,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437217.0,1.1,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437393.9,1.1,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437459.9,1.1,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437502.8,1.2,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437518.8,1.2,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437539.85,1.3,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437540.9,1.3,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437571.8,1.3,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437818.6,1.5,,,Vis.,DWM,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437848.6,1.6,,,Vis.,DWM,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437887.6,1.8,,,Vis.,HAP,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437888.6,1.3,,,Vis.,HAP,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437891.6,1.8,,,Vis.,HAP,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437899.5,1.8,,,Vis.,HAP,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437919.6,1.8,,,Vis.,HAP,,,,,,,,V,,,,ALF SCO,,STD,,,,
2437920.5,1.7,,,Vis.,HAP,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438903.4,0.8,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438912.5,1.1,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438914.8,0.9,,,Vis.,ROH,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438919.8,1.0,,,Vis.,ROH,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438928.8,0.9,,,Vis.,ROH,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438931.6,1.0,,,Vis.,BZC,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438935.8,0.9,,,Vis.,ROH,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438936.4,0.9,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438937.7,1.1,,,Vis.,WIW,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438939.3,0.9,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438939.7,1.0,,,Vis.,KRS,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438941.7,0.9,,,Vis.,ROH,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438944.7,1.0,,,Vis.,KRS,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438948.6,1.0,,,Vis.,BZC,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438951.6,1.4,,,Vis.,BZC,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438953.7,1.0,,,Vis.,ZN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438956.7,1.1,,,Vis.,AC,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438960.3,1.0,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438971.4,0.9,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438973.3,1.0,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438975.7,1.2,,,Vis.,KRS,,,,,,,,V,,,,ALF SCO,,STD,,,,
2438991.4,1.1,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439010.3,1.0,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439015.3,0.9,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439027.3,1.0,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439042.25,1.0,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439046.25,1.1,,,Vis.,NT,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439178.0,1.0,,,Vis.,AC,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439199.0,1.1,,,Vis.,AC,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439255.8,1.3,,,Vis.,AC,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439256.7,1.0,,,Vis.,BZC,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439270.8,1.2,,,Vis.,AC,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439283.7,1.4,,,Vis.,KRS,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439284.8,0.8,,,Vis.,ROH,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439286.7,0.9,,,Vis.,KRS,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439292.8,0.8,,,Vis.,ROH,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439293.7,1.2,,,Vis.,AC,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439308.7,0.8,,,Vis.,KRS,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439313.7,1.0,,,Vis.,ZN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439340.7,0.9,,,Vis.,ZN,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439354.6,1.0,,,Vis.,BPA,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439360.6,1.1,,,Vis.,BPA,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439369.6,1.0,,,Vis.,BPA,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439374.6,1.1,,,Vis.,BPA,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439385.5,0.9,,,Vis.,BPA,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439399.5,1.0,,,Vis.,BPA,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439406.4,0.8,,,Vis.,CAV,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439407.4,0.8,,,Vis.,CAV,,,,,,,,V,,,,ALF SCO,,STD,,,,
2439407.5,0.9,,,Vis.,CAA,,,,,,,,V,,,,ALF SCO,,STD,,,,
