time,Mag
1960.7718579234972,1.1
1961.2558904109587,1.1
1961.4367123287668,1.1
1961.554246575342,1.2
1961.5980821917803,1.2
1961.6557534246579,1.3
1961.658630136986,1.3
1961.7432876712323,1.3
1962.4194520547949,1.5
1962.5016438356167,1.6
1962.6084931506853,1.8
1962.6112328767126,1.3
1962.6194520547947,1.8
1962.641095890411,1.8
1962.6961643835618,1.8
1962.6986301369864,1.7
1965.3887671232874,0.8
1965.4136986301369,1.1
1965.4199999999994,0.9
1965.4336986301364,1.0
1965.458356164383,0.9
1965.4660273972606,1.0
1965.4775342465748,0.9
1965.4791780821915,0.9
1965.4827397260278,1.1
1965.4871232876708,0.9
1965.4882191780828,1.0
1965.4936986301375,0.9
1965.5019178082198,1.0
1965.5126027397264,1.0
1965.5208219178085,1.4
1965.5265753424662,1.0
1965.5347945205485,1.1
1965.544657534246,1.0
1965.5750684931504,0.9
1965.5802739726023,1.0
1965.586849315069,1.2
1965.6298630136985,1.1
1965.681643835616,1.0
1965.695342465753,0.9
1965.7282191780816,1.0
1965.7691780821917,1.0
1965.7801369863014,1.1
1966.141095890411,1.0
1966.1986301369864,1.1
1966.354246575342,1.3
1966.3567123287676,1.0
1966.395342465753,1.2
1966.4306849315074,1.4
1966.4336986301364,0.8
1966.4389041095897,0.9
1966.4556164383557,0.8
1966.4580821917814,1.2
1966.4991780821922,0.8
1966.5128767123292,1.0
1966.586849315069,0.9
1966.6249315068496,1.0
1966.641369863014,1.1
1966.6660273972605,1.0
1966.6797260273975,1.1
1966.7095890410958,0.9
1966.7479452054795,1.0
1966.7668493150682,0.8
1966.7695890410957,0.8
1966.7698630136986,0.9
1966.7698630136986,0.9
1966.772328767123,0.9
1966.772602739726,0.9
1966.772602739726,0.9
1966.7750684931505,0.8
1966.7756164383563,0.9
1966.7780821917809,0.9
1966.7780821917809,0.9
1966.7805479452052,0.8
1966.7808219178082,0.9
1966.7832876712325,0.7
1966.7835616438356,0.9
1966.7887671232875,0.8
1966.7892328767118,0.8
1966.7919726027392,0.8
1966.8216438356162,0.6
1966.8326027397259,0.7
1967.1463013698628,1.2
1967.2663013698634,1.0
1967.3342465753424,0.9
1967.4221917808222,0.9
1967.4578082191783,1.0
1967.5021917808215,0.8
1967.5153424657537,1.1
1967.5265753424662,1.9
1967.532054794521,1.4
1967.5783561643839,1.1
1967.586849315069,1.5
1967.5895890410964,1.1
1967.6060273972607,1.4
1967.608767123288,1.2
1967.6115068493157,2.0
1968.2655737704922,1.3
1968.3803278688529,1.0
1968.4213114754104,1.2
1968.6338797814208,1.2
1968.636612021858,1.3
1973.3071232876714,0.9
1974.4382191780826,0.6
1974.4546027397264,0.9
1974.4572602739725,1.2
1974.4682191780819,0.7
1974.473808219178,0.7
1976.5142076502736,0.8
1978.5063013698625,1.2
1978.5172602739722,1.1
1978.5309589041092,1.1
1978.5336986301365,1.1
1978.536438356164,1.2
1978.5556164383556,1.0
1978.558356164383,1.0
1978.5610958904103,1.0
1978.5693150684926,1.1
1978.5884931506844,1.6
1978.5939726027393,1.5
1978.5967123287667,1.2
1978.6021917808214,1.2
1978.6049315068487,1.3
1978.6104109589037,1.2
1978.6241095890405,1.4
1978.6295890410954,1.2
1978.6323287671228,1.4
1978.6350684931501,1.3
1978.6487671232871,1.4
1978.6515068493145,1.3
1978.6676712328772,1.6
1978.6895890410965,1.5
1978.6950684931512,1.4
1978.700547945206,1.5
1978.7032876712333,1.6
1978.7115068493156,1.5
1978.714246575343,1.4
1978.7197260273979,1.5
1978.72794520548,1.6
1978.7334246575347,1.6
1978.7693150684927,1.5
1979.0852054794523,1.5
1979.4106849315067,1.3
1979.4515068493145,1.2
1979.454246575342,1.1
1979.462465753424,1.2
1979.4761643835611,1.3
1979.4789041095885,1.2
1979.4816438356158,1.3
1979.4926027397255,1.2
1979.4983561643833,1.1
1979.509315068493,1.0
1979.52301369863,1.0
1979.5257534246573,1.0
1979.536712328767,1.1
1979.558630136986,1.1
1979.5830136986297,1.1
1979.585753424657,1.1
1979.5884931506844,1.1
1979.5912328767117,1.0
1979.5939726027393,1.1
1979.6021917808214,1.1
1979.6241095890405,1.2
1979.626849315068,1.1
1980.0767759562843,1.3
1980.2051912568309,1.1
1980.2868852459017,1.1
1980.2978142076502,1.2
1980.463934426229,1.1
1980.5267759562837,1.0
1980.5786885245896,1.1
1980.5978142076497,1.2
1980.6415300546444,1.1
1980.704371584699,1.3
1981.2671232876712,1.4
1981.4898630136981,1.3
1981.4980821917802,1.2
1981.5035616438352,1.3
1981.5282191780816,1.5
1981.5391780821913,1.4
1981.5473972602736,1.4
1981.6350684931501,1.3
1981.640547945205,1.2
1981.6569863013694,1.2
1982.43506849315,1.1
1982.467945205479,1.1
1982.4789041095885,1.2
1982.4898630136981,1.1
1984.5114754098365,1.0
1988.002185792349,0.8
1988.1103825136609,0.8
1988.1568306010927,0.8
1989.182191780822,0.6
1989.345205479452,1.2
1989.345205479452,1.1
1989.5013698630137,1.1
1989.5123287671233,1.2
1991.2736986301368,0.8
1993.331232876712,0.9
1993.3830136986296,0.8
1993.413150684931,0.8
1993.5208219178085,0.7
1993.532054794521,0.6
1993.5621917808223,0.6
1993.6030136986303,0.6
1993.6112328767126,0.7
1993.627671232877,0.7
1994.4569863013694,0.6
1995.5484931506855,0.8
1995.5591780821921,0.9
1995.5619178082195,0.7
1995.572876712329,1.0
1995.6057534246577,1.7
1995.6167123287673,1.2
1995.6304109589043,1.2
1995.649589041096,1.2
1995.663287671233,1.3
1995.6824657534248,1.3
1995.695890410959,1.3
1995.7150684931507,1.1
1995.7369863013698,1.1
1995.7452054794521,1.1
1995.7616438356165,0.9
1995.7917808219179,1.2
1995.8027397260273,1.0
1996.0669398907103,0.7
1996.1188524590164,0.9
1996.127049180328,0.9
1996.148633879781,0.9
1996.1707650273224,1.0
1996.1898907103825,1.0
1996.2169398907101,1.0
1996.2224043715844,1.0
1996.2524590163932,1.0
1996.266120218579,1.1
1996.2743169398905,1.0
1996.2934426229506,1.0
1996.3125683060107,0.9
1996.3368852459012,1.0
1996.353551912568,1.0
1996.3775956284157,0.9
1996.399453551913,1.0
1996.4295081967218,1.1
1996.4431693989077,1.0
1996.448360655738,0.9
1996.4811475409838,1.0
1996.5057377049184,1.0
1996.5224043715853,1.0
1996.5576502732242,1.0
1996.5931693989073,1.0
1996.6150273224046,1.0
1996.6748633879781,1.0
1996.6939890710382,1.0
1996.7133879781422,0.9
1996.75956284153,1.4
1996.7732240437158,1.1
1996.795081967213,0.8
1997.045205479452,1.0
1997.0534246575342,1.0
1997.0835616438355,0.9
1997.1271232876709,0.9
1997.1465753424657,1.0
1997.1791780821916,0.9
1997.203835616438,1.0
1997.217534246575,0.8
1997.2339726027394,1.1
1997.2558904109587,1.0
1997.2915068493148,1.1
1997.3372032876714,1.0
1997.3380821917806,1.1
1997.356316712329,1.2
1997.3564991780825,0.7
1997.3569863013693,1.2
1997.3616438356164,0.9
1997.372602739726,0.9
1997.376438356164,1.1
1997.400547945206,1.0
1997.4145205479447,1.0
1997.4194008219183,0.9
1997.4249295890409,0.9
1997.5095986301374,1.3
1997.5101369863019,1.1
1997.5539726027403,1.1
1997.5813698630143,0.9
1997.5838356164386,1.1
1997.6112328767126,1.3
1997.6353424657532,0.9
1997.635890410959,1.1
1997.6523287671234,1.1
1997.6628482191786,1.4
1997.663287671233,1.1
1997.6797260273975,1.1
1997.6843835616432,0.9
1997.7150684931507,1.1
1997.7452054794521,1.2
1997.7561643835616,1.0
1998.2613698630134,1.1
1998.299452054794,0.8
1998.3506849315067,0.9
1998.3919235616438,0.8
1998.3919443835618,1.2
1998.413424657534,0.9
1998.4216383561645,1.1
1998.4408219178079,1.0
1998.4468493150687,1.2
1998.4580821917814,1.2
1998.460219178082,1.3
1998.4711780821917,1.2
1998.4717808219184,1.1
1998.4764383561642,0.9
1998.4772602739731,1.0
1998.479150684932,1.2
1998.4936986301375,1.0
1998.4953424657529,0.8
1998.4983287671237,1.0
1998.5019178082198,0.9
1998.544931506849,0.8
1998.5454794520551,1.1
1998.5536986301372,1.1
1998.5725134246575,1.1
1998.5752758904105,1.1
1998.5838356164386,1.1
1998.6030136986303,1.8
1998.6084931506853,1.0
1998.6104109589037,0.8
1998.635890410959,1.0
1998.6386301369866,1.1
1998.6487671232871,0.9
1998.654794520548,1.5
1998.676712328767,1.1
1998.6794520547944,1.0
1998.6906849315071,1.1
1998.695616438356,0.8
1998.7123287671234,1.8
1998.7369863013698,1.8
1998.7369863013698,1.2
1998.8079452054792,0.9
1999.0972602739726,1.1
1999.1246575342466,1.5
1999.190136986301,1.3
1999.209315068493,1.7
1999.2367123287668,1.5
1999.2830136986297,1.5
1999.2959178082185,1.2
1999.3024657534245,1.8
1999.3378082191775,1.5
1999.362739726027,1.5
1999.3841095890416,1.9
1999.4252054794526,1.8
1999.4608219178087,1.9
1999.4961643835618,1.4
1999.5183561643842,1.8
1999.5783561643839,1.8
1999.6057534246577,1.7
1999.655068493151,1.5
1999.67698630137,1.6
1999.6934246575345,1.5
2000.3147540983612,1.2
2000.3478142076497,1.5
2000.3614754098355,1.6
2000.3912568306016,1.1
2000.4103825136617,1.1
2000.4237704918035,0.9
2000.432240437159,0.7
2000.4680327868848,0.9
2000.487158469945,1.0
2000.5166666666669,1.0
2000.535792349727,0.9
2000.5633879781426,1.1
2000.5822404371588,1.0
2000.604098360656,1.1
2000.620491803279,0.9
2000.6450819672134,1.1
2000.6942622950821,1.1
2000.74043715847,1.4
2000.7868852459017,1.3
2001.1326027397258,0.7
2001.2257534246573,0.5
2001.2476712328764,0.6
2001.2778082191778,0.6
2001.299726027397,1.1
2001.3189041095889,0.7
2001.3380821917806,1.0
2001.3736986301367,1.1
2001.3895890410963,0.6
2001.4580821917814,1.0
2001.5071232876714,1.1
2001.5235616438358,1.2
2001.5364726027397,1.3
2001.5418054794523,1.0
2001.5472887671233,0.9
2001.5564383561646,1.0
2001.700723287671,1.9
2002.4436682191779,0.8
2002.4955479452055,1.0
2002.5445586301373,0.9
2003.4109589041095,1.4
2003.481917808219,1.3
2003.536712328767,1.0
2003.6213698630131,1.2
2004.4125057377044,1.0
2004.4125114754097,0.9
2004.4368852459013,1.2
2004.4507398907099,1.1
2004.450747540984,1.0
2004.480601092896,1.2
2004.4862781420766,0.8
2004.50501284153,0.8
2004.5352592896174,0.9
2004.5352612021863,1.0
2004.5953778688518,1.0
2004.595383606557,0.9
2004.6062841530052,1.0
2004.6306010928956,1.1
2004.671584699453,1.1
2004.6797016393443,0.8
2004.687978142076,1.1
2005.4217865753421,1.1
2005.4217904109585,1.0
2005.4599835616434,0.9
2005.54771890411,1.1
2005.5477208219174,1.2
2005.5832380821917,1.0
2005.5832419178078,1.1
2006.326160547945,1.1
2006.326164383561,1.0
2006.3836567123292,1.3
2006.3998287671234,1.1
2006.3998326027395,1.2
2006.4545205479449,0.9
2006.510516164383,1.1
2006.5672468493158,1.2
2006.5672945205479,1.0
2006.5782534246575,1.0
2006.6193682191779,1.2
2006.6220320547943,1.2
2006.6270684931503,1.1
2006.6354071232872,1.2
2006.6552035616444,1.5
2006.6794520547944,1.2
2006.6983561643833,0.8
2006.703835616438,0.9
2006.7492254794524,1.5
2006.7778082191778,0.9
2006.8012476712324,1.1
2006.8081241095886,1.2
2006.8106849315066,0.8
2006.8273117808217,1.08
2007.2358739726028,1.4
2007.276970136986,1.05
2007.2822767123287,1.2
2007.2960810958905,1.15
2007.3042438356167,1.3
2007.3179997260274,1.05
2007.3394520547943,0.8
2007.3452624657536,1.08
2007.364109589041,0.9
2007.364555342466,1.05
2007.372328767123,1.0
2007.381327123288,1.17
2007.3969863013697,1.0
2007.4161643835614,0.9
2007.4218805479447,1.05
2007.427123287671,0.8
2007.4298630136984,0.9
2007.4463013698628,0.9
2007.4627397260272,1.0
2007.4654586301365,1.3
2007.4764383561642,1.1
2007.4791780821915,1.0
2007.5038356164382,1.0
2007.5120547945203,0.9
2007.5285464109597,1.0
2007.5285540273974,0.9
2007.550410958904,0.9
2007.5558904109587,0.8
2007.5969863013695,0.9
2007.5969863013695,0.9
2007.6106849315065,0.9
2007.6106849315065,0.9
2007.6463013698628,0.9
2007.6463013698628,0.9
2007.6736986301366,0.9
2007.6736986301366,0.9
2007.6846575342463,0.9
2007.6846575342463,0.9
2007.6873972602737,0.9
2007.6873972602737,0.9
2007.827123287671,0.9
2008.3387314207646,1.4
2008.4152153005462,1.2
2008.4696721311473,0.8
2008.4724841530058,1.2
2008.4915300546445,0.8
2008.499726775956,0.8
2008.5105344262292,1.1
2008.516120218579,0.8
2008.5188524590162,0.8
2008.524220218579,1.1
2008.5325136612018,0.8
2008.5352459016392,0.8
2008.5407103825135,0.9
2008.5434426229506,0.9
2008.5461748633877,0.8
2008.5489109289613,1.1
2008.5571038251364,0.9
2008.5598360655736,1.0
2008.565125956284,1.1
2008.5734972677594,1.0
2008.5814928961752,1.1
2008.6061437158473,1.0
2008.6117486338794,0.8
2008.6251707650274,1.2
2008.6336065573769,0.8
2008.6472677595625,0.8
2008.6499999999996,0.9
2008.671857923497,0.8
2008.6937158469943,0.7
2008.6964480874315,0.8
2008.7155737704916,0.7
2008.8740437158467,0.9
2009.3315545205473,1.3
2009.3969863013697,0.9
2009.4105879452054,1.4
2009.4353424657531,1.0
2009.4490106849319,1.3
2009.4545205479449,1.0
2009.4709589041092,0.8
2009.4736986301368,0.9
2009.5257895890406,1.3
2009.5392980821916,1.3
2009.564069589041,1.3
2009.6377893150682,1.2
2009.6627397260272,1.0
2009.668219178082,0.9
2009.6736986301366,1.0
2009.7010958904107,0.9
2009.7394520547944,0.9
2010.4721706849318,1.1
2010.4721708493141,1.1
2010.6024657534244,1.0
2010.6298630136985,1.0
2010.640821917808,0.9
2010.7257534246573,0.9
2012.7948360655741,0.5
2012.7948360655741,0.5
2012.7948543715845,0.6
2012.7975683060113,0.6
2012.7975866120216,0.6
2012.8003530054648,0.8
2012.849548360656,1.1
2014.0992370684924,1.3
2014.1020338630137,1.1
2014.1074181917813,1.2
2014.110452821917,1.2
2014.112912849315,1.0
2014.1156107397264,1.11
2014.118592082191,1.25
2014.121261424658,1.2
2014.132054794521,1.1
2014.1513280000001,0.9
2014.1513584383558,0.85
2014.153939315068,0.8
2014.1702187945198,0.85
2014.1894101917808,1.0
2014.1949010684932,1.0
2014.2030641095891,1.0
2014.2085958904115,0.85
2014.2113013698631,0.85
2014.2140049589032,0.85
2014.2331525753432,0.8
2014.2712556986305,1.0
2014.2875922739722,0.98
2014.2930477260281,0.95
2014.3040303013695,0.9
2014.3041742739726,0.96
2014.3098040273974,0.9
2014.3121936712337,0.92
2014.3430365205475,0.8
2014.3484788767125,0.8
2014.3590325479447,0.9
2014.3643835616438,0.9
2014.4106925479455,0.9
2014.4161605753425,0.9
2014.4189269315068,0.93
2014.4215753424658,0.8
2014.4242884383561,0.83
2014.427144219179,0.8
2014.4297850136988,0.9
2014.4325190136988,0.83
2014.4353729041088,0.83
2014.4380821917805,0.8
2014.4408200273967,0.81
2014.4434360821922,0.8
2014.4652054794515,1.0
2014.4680536438354,0.88
2014.4708904109589,0.88
2014.4735521369855,0.92
2014.4765125479448,0.8
2014.481797945206,0.85
2014.4845738082192,0.86
2014.4872640821916,0.8
2014.4899790684922,0.8
2014.4927378356163,0.8
2014.495473753425,0.82
2014.4981525753433,0.76
2014.5009760273979,0.85
2014.5036910136982,0.85
2014.50934169863,0.8
2014.512100465754,0.77
2014.5173496986306,0.85
2014.52861490411,0.82
2014.5338318082186,0.76
2014.533867972602,0.77
2014.53926939726,0.76
2014.5420300547953,0.8
2014.547625561644,0.88
2014.5529727945207,0.84
2014.555738191781,0.8
2014.5584731780823,0.84
2014.5612290684924,0.83
2014.5641229041087,0.85
2014.566621013699,0.83
2014.56962139726,0.85
2014.572235534247,0.84
2014.5748144931517,0.85
2014.5777929863011,0.85
2014.5802967945203,0.85
2014.5830536438357,0.87
2014.5859589041097,0.83
2014.588597780822,0.8
2014.591211945205,0.85
2014.5941533424661,0.84
2014.5967180273967,0.86
2014.599492,0.85
2014.6023135342468,0.87
2014.6049143835621,0.88
2014.6077111780821,0.83
2014.6105498356171,0.86
2014.6159722191778,0.87
2014.6160654520552,0.9
2014.6268360000001,0.83
2014.6323782465752,0.85
2014.6432534246578,0.8
2014.6625380547946,0.9
2014.6679547123292,0.85
2014.6706525753432,0.85
2014.6733352328765,0.85
2014.6761282465752,0.85
2014.6815544109588,0.91
2014.6870338630135,0.86
2014.6898211506846,0.9
2014.7007115616439,0.9
2014.703439890411,0.87
2014.7116704657533,0.9
2014.7143949863016,0.9
2014.7199200821913,0.8
2014.733523589041,0.85
2014.7336282465747,0.9
2014.7362633150683,0.87
2014.7363869863013,0.92
2014.7389802191776,0.87
2014.7417218356163,0.87
2014.7445205479453,0.87
2014.74720320548,0.87
2014.7526750410957,0.85
2014.7636415616444,0.85
2014.769147643836,0.85
2014.821117780822,0.85
2014.8265826575343,0.85
2014.8402758082195,0.85
2014.9870719178082,0.92
2015.0006646301367,1.04
2015.0033666301365,1.0
2015.0089611780818,0.94
2015.0115667671232,0.9
2015.0116172054795,0.9
2015.0143378904102,1.0
2015.0417446849306,1.02
2015.0554128493156,1.05
2015.07189879452,1.02
2015.074600465754,1.1
2015.0827701643836,1.1
2015.0856830410953,0.81
2015.0882115616437,0.97
2015.0992266027397,1.05
2015.104750767123,1.05
2015.1129280821917,1.0
2015.1184246575344,0.96
2015.1348592054787,1.0
2015.1372349041105,1.0
2015.140022821917,1.12
2015.1566010136987,1.05
2015.1866286027398,1.06
2015.2385273972602,1.0
2015.2441400273972,0.9
2015.2551474520553,0.9
2015.2633561643836,0.9
2015.2769311232876,0.9
2015.2823782465753,0.9
2015.2990201643834,0.9
2015.3042056712334,1.0
2015.3125,0.8
2015.3533675890417,0.87
2015.356107315069,1.0
2015.3753710136991,0.94
2015.3778652876704,0.94
2015.3861624931508,0.92
2015.3891267123288,0.82
2015.405165534247,1.0
2015.4080365205477,0.9
2015.4189022191774,0.86
2015.4218179178092,0.9
2015.4244387397262,0.85
2015.42720460274,0.84
2015.429945150685,1.0
2015.4325666027398,0.86
2015.4409589041102,0.94
2015.4492294520549,0.93
2015.4517218356161,0.92
2015.454644219178,0.95
2015.4598858356158,0.84
2015.4625851506853,0.81
2015.4654680273968,0.85
2015.468012438356,0.84
2015.4846499178086,0.99
2015.489916931506,0.94
2015.4983732876713,0.95
2015.501085424658,0.9
2015.506373671233,0.88
2015.5091305205483,0.9
2015.528329534247,0.85
2015.5310121643843,0.9
2015.539342657534,0.85
2015.5420938082193,0.85
2015.5421423013704,0.88
2015.544695589042,0.77
2015.5475047671237,0.79
2015.5501959726023,0.85
2015.5557344109586,0.83
2015.5638698630137,0.8
2015.5666710958906,0.88
2015.5693556438353,0.81
2015.5721239178083,0.84
2015.5748579452056,0.86
2015.5802834794524,0.81
2015.580422383562,0.81
2015.5884798356167,0.76
2015.6023401917814,0.75
2015.6132419999994,0.85
2015.6159826849319,0.85
2015.6242950958901,0.8
2015.6269596712332,0.8
2015.6378995342461,0.75
2015.6514821095889,0.9
2015.6569634794525,0.9
2015.659695589041,0.85
2015.6624695616442,0.81
2015.6679090684931,0.82
2015.6706078904108,0.8
2015.6762937534243,0.79
2015.68439879452,0.82
2015.6952606575346,0.85
2015.6979509041096,0.84
2015.7065772602743,0.4
2015.7172469589043,0.88
2015.7285654794528,0.9
2015.7528538904114,0.96
2015.7554642191783,0.91
2015.763765232876,0.91
2015.8074296164377,0.8
2015.8101559999998,0.8
2015.8128424657534,0.78
2015.8265449041105,0.85
2015.8457385205472,0.85
2015.978729068493,0.9
2015.981506849315,0.93
2016.063524590164,0.85
2016.0824130874323,0.75
2016.0853028142076,1.05
2016.0880711202185,0.85
2016.120949071038,0.83
2016.1371964207658,0.83
2016.183714699453,0.77
2016.191769125683,0.91
2016.2135815027316,0.9
2016.2163118579238,0.9
2016.2762257103818,0.95
2016.2900159289613,0.9
2016.308743169399,0.7
2016.3685773497261,0.8
2016.390406803279,0.8
2016.3931580054639,0.8
2016.4016298633883,0.85
2016.4149457377057,0.8
2016.4177064480873,0.8
2016.4258671038253,0.85
2016.4286372950821,0.85
2016.4313980054653,0.8
2016.4340268306007,0.8
2016.4503737978137,0.8
2016.4558174043723,0.8
2016.4641013934424,0.7
2016.4725144262288,0.81
2016.475011393443,0.81
2016.4832460655732,0.77
2016.49145226776,0.75
2016.4942167486342,0.8
2016.4968882786884,0.78
2016.5050527595627,0.81
2016.5078817486337,0.8
2016.5081587704917,0.86
2016.5105722404373,0.81
2016.5187841530055,0.81
2016.5214670491812,0.81
2016.5216681967206,0.84
2016.5297727595628,0.81
2016.5377390710382,0.81
2016.540613606557,0.76
2016.5433382786875,0.81
2016.5460496448093,0.81
2016.5487970491806,0.81
2016.554190382514,0.8
2016.556947295082,0.8
2016.5651639344264,0.81
2016.5759619672126,0.81
2016.5787795901635,0.81
2016.5814264480869,0.81
2016.584213715847,0.86
2016.586915601092,0.8
2016.5896516393443,0.8
2016.5924123497273,0.8
2016.5950819672125,0.81
2016.597816092896,0.81
2016.600573005465,0.81
2016.6033963387974,0.81
2016.6060280054642,0.81
2016.6087450546447,0.8
2016.6114336612018,0.8
2016.6142133333328,0.8
2016.6142987158464,0.81
2016.6170878961755,0.8
2016.619619016393,0.8
2016.6226377595633,0.8
2016.6278726502737,0.8
2016.6305688251373,0.8
2016.6332821038252,0.8
2016.6334528688524,0.74
2016.6360143442623,0.9
2016.6387845355193,0.8
2016.6414579508198,0.9
2016.6442110655737,0.85
2016.64691295082,0.8
2016.6498557923494,0.85
2016.6523603551914,0.82
2016.6551058743164,0.84
2016.6580107650273,0.84
2016.6606728142074,0.84
2016.6661638524588,0.84
2016.6715619398913,0.85
2016.6743264207655,0.85
2016.6879933333328,0.84
2016.69887295082,0.85
2016.7015216939897,0.85
2016.7069748087424,0.85
2016.709927131147,0.88
2016.7180100273229,0.83
2016.7342687431694,0.93
2016.737145191257,0.93
2016.7398869125682,0.79
2016.7424977322407,0.95
2016.7670195901644,0.9
2016.7698751639339,0.91
2016.77523147541,0.9
2017.080064684931,0.71
2017.0800666027396,0.71
2017.15939879452,0.87
2017.1812119452054,0.77
2017.1840334794522,0.77
2017.1922260273975,0.77
2017.1950056986295,0.77
2017.2359570136982,0.78
2017.238955479452,0.78
2017.2414687945202,0.78
2017.2441685753429,0.78
2017.247045287671,0.78
2017.249627095891,0.78
2017.268607315069,0.78
2017.282591315068,0.8
2017.2930840821923,0.8
2017.2957543835619,0.8
2017.2985216986299,0.8
2017.3012443013706,0.78
2017.3039744931516,0.8
2017.3072032054797,0.78
2017.3094748767119,0.78
2017.312176547946,0.78
2017.3258809041092,0.8
2017.3289155342463,0.8
2017.334027780822,0.78
2017.342694054794,0.78
2017.347758739726,0.78
2017.348036520548,0.78
2017.372343041096,0.8
2017.3807458082188,0.78
2017.388745232877,0.78
2017.3998142465757,0.78
2017.402511424658,0.78
2017.405088465754,0.78
2017.4106183287674,0.78
2017.4135330958904,0.78
2017.4324809863015,0.78
2017.4379421095887,0.79
2017.4409094246575,0.78
2017.4411872054795,0.78
2017.4436719999992,0.78
2017.4437214520542,0.79
2017.4439212328766,0.78
2017.4463241917808,0.78
2017.4466324109585,0.78
2017.4490620273982,0.78
2017.4516837808214,0.78
2017.4519596712332,0.78
2017.4545471780818,0.78
2017.4572678904112,0.78
2017.4600456712333,0.78
2017.462734027397,0.78
2017.4628481643836,0.78
2017.4680251232885,0.78
